text,tags
1EG_S4HANA1909_BPD_EN_AE.docx,['Business Process Design']
1GA-01 Post Journal Entries Workflow.docx,['General']
1GA-02 Maintain Accounts for Auto and Manual Clearing.docx,['General']
1GA-03 Perform Day end activities.docx,['General']
1GA-04 Perform Month end closing.docx,['General']
1GA-05 Perform Year end closing.docx,['General']
1GA_S4HANA1909_BPD_EN_AE.docx,['Business Process Design']
1GB Asset Accounting IFRS.docx,['FRS']
1GB_S4HANA1909_BPD_EN_AE.docx,['Business Process Design']
1GF Asset under Construction IFRS.docx,['FRS']
1GI General Ledger Allocation Cycle.docx,['General']
1GO Cash Journal.docx,['General']
1ZT Manage Material Price and Inventory Values.docx,['General']
20 - MHD LLC_BPD_10D-03 Regular Payroll with mid month Promotion-20200804 Ver 1.0.docx,['Payroll Docs']
20 - SOS LLC_BPD_10D-03 Regular Payroll with mid month Promotion-20200804 Ver 1.0.docx,['Payroll Docs']
21 - MHD LLC_BPD_10D-04 Regular Payroll with mid month Demotion-20200804 Ver 1.0.docx,['Payroll Docs']
21 - SOS LLC_BPD_10D-04 Regular Payroll with mid month Demotion-20200804 Ver 1.0.docx,['Payroll Docs']
22 - MHD LLC_BPD_10D-05 Regular Payroll with mid month transfer-20200804 Ver 1.0.docx,['Payroll Docs']
22 - SOS LLC_BPD_10D-05 Regular Payroll with mid month transfer-20200804 Ver 1.0.docx,['Payroll Docs']
23 - MHD LLC_BPD_10D-06 Regular Payroll with mid month work schedule changes-20200804 Ver 1.0.docx,['Payroll Docs']
23 - SOS LLC_BPD_10D-06 Regular Payroll with mid month work schedule changes-20200804 Ver 1.0.docx,['Payroll Docs']
24 - MHD LLC_BPD_10D-07 Regular Payroll with PASI Calculation-20200804 Ver 1.0.docx,['Payroll Docs']
24 - SOS LLC_BPD_10D-07 Regular Payroll with PASI Calculation-20200804 Ver 1.0.docx,['Payroll Docs']
25 - MHD LLC_BPD_10D-08 Process Regular Payroll with  End of Service Graduity Provision -20200804 Ver 1.0.docx       ,['Payroll Docs']
25 - SOS LLC_BPD_10D-08 Process Regular Payroll with  End of Service Graduity Provision -20200804 Ver 1.0.docx       ,['Payroll Docs']
26 - MHD LLC_BPD_10D-09 Process Regular Payroll with  End of Service - Resignation(Early Retirement) -20200804 Ver 1.0.docx,['Payroll Docs']
26 - SOS LLC_BPD_10D-09 Process Regular Payroll with  End of Service - Resignation(Early Retirement) -20200804 Ver 1.0.docx,['Payroll Docs']
27 - MHD LLC_BPD_10D-10 Process Regular Payroll with  End of Service - Resignation(Voluntary Retirement) -20200804 Ver 1.0.docx,['Payroll Docs']
27 - SOS LLC_BPD_10D-10 Process Regular Payroll with  End of Service - Resignation(Voluntary Retirement) -20200804 Ver 1.0.docx,['Payroll Docs']
28 - MHD LLC_BPD_10D-11 Process Regular Payroll with  End of Service - End of Contract -20200804 Ver 1.0.docx        ,['Payroll Docs']
28 - SOS LLC_BPD_10D-11 Process Regular Payroll with  End of Service - End of Contract -20200804 Ver 1.0.docx        ,['Payroll Docs']
29 - MHD LLC_BPD_10D-12 Process Regular Payroll with  End of Service - Death -20200804 Ver 1.0.docx,['Payroll Docs']
29 - SOS LLC_BPD_10D-12 Process Regular Payroll with  End of Service - Death -20200804 Ver 1.0.docx,['Payroll Docs']
30 - MHD LLC_BPD_10D-13 Process Regular Payroll with  End of Service - Dismissal -20200804 Ver 1.0.docx,['Payroll Docs']
30 - SOS LLC_BPD_10D-13 Process Regular Payroll with  End of Service - Dismissal -20200804 Ver 1.0.docx,['Payroll Docs']
31 - MHD LLC_BPD_10D-15 Process Regular Payroll with  End of Service - Redundancy  -20200804 Ver 1.0.docx,['Payroll Docs']
31 - SOS LLC_BPD_10D-15 Process Regular Payroll with  End of Service - Redundancy  -20200804 Ver 1.0.docx,['Payroll Docs']
32 - MHD LLC_BPD_4LS-04 Replicate Authorized paid Leave Absent Data-20200803 Ver 1.0.docx,['Business Process Design']
32 - SOS LLC_BPD_4LS-04 Replicate Authorized paid Leave Absent Data-20200803 Ver 1.0.docx,['Business Process Design']
33 - MHD LLC_BPD_10D-16 Process Regular Payroll with  End of Service - No Show -20200805 Ver 1.0.docx,['Payroll Docs']
33 - SOS LLC_BPD_10D-16 Process Regular Payroll with  End of Service - No Show -20200805 Ver 1.0.docx,['Payroll Docs']
34 - MHD LLC_BPD_10D-17 Process Regular Payroll with  End of Service - Probation Failed -20200805 Ver 1.0.docx       ,['Payroll Docs']
34 - SOS LLC_BPD_10D-17 Process Regular Payroll with  End of Service - Probation Failed -20200805 Ver 1.0.docx       ,['Payroll Docs']
35 - MHD LLC_BPD_10D-19 Process Regular Payroll with Annual Leave Payout-20200805 Ver 1.0.docx,['Payroll Docs']
35 - SOS LLC_BPD_10D-19 Process Regular Payroll with Annual Leave Payout-20200805 Ver 1.0.docx,['Payroll Docs']
36 - MHD LLC_BPD_10D-20 Process Regular Payroll with  Annual Ticket - 20200805 Ver 1.0.docx,['Payroll Docs']
36 - SOS LLC_BPD_10D-20 Process Regular Payroll with  Annual Ticket - 20200805 Ver 1.0.docx,['Payroll Docs']
37 - MHD LLC_BPD_10D-21 Process Regular Payroll with  Sick Leave Deduction - 20200805 Ver 1.0.docx,['Payroll Docs']
37 - SOS LLC_BPD_10D-21 Process Regular Payroll with  Sick Leave Deduction - 20200805 Ver 1.0.docx,['Payroll Docs']
38 - MHD LLC_BPD_10D-22 Process Regular Payroll with  Maternity Leave Deduction - 20200805 Ver 1.0.docx,['Payroll Docs']
38 - SOS LLC_BPD_10D-22 Process Regular Payroll with  Maternity Leave Deduction - 20200805 Ver 1.0.docx,['Payroll Docs']
39 - MHD LLC_BPD_10D-23 Process Regular Payroll with  Unpaid Leave Deduction  - 20200805 Ver 1.0.docx,['Payroll Docs']
39 - SOS LLC_BPD_10D-23 Process Regular Payroll with  Unpaid Leave Deduction  - 20200805 Ver 1.0.docx,['Payroll Docs']
40 - MHD LLC_BPD_10D-24 Process Regular Payroll with Advance - 20200805 Ver 1.0.docx,['Payroll Docs']
40 - SOS LLC_BPD_10D-24 Process Regular Payroll with Advance - 20200805 Ver 1.0.docx,['Payroll Docs']
41 - MHD LLC_BPD_10D-25 Process Regular Payroll Health & Life Insurance - 20200805 Ver 1.0.docx,['Payroll Docs']
41 - SOS LLC_BPD_10D-25 Process Regular Payroll Health & Life Insurance - 20200805 Ver 1.0.docx,['Payroll Docs']
42 - MHD LLC_BPD_10D-26 Process Regular Payroll with Loan Payment's & Repayments - 20200805 Ver 1.0.docx,['Payroll Docs']
42 - SOS LLC_BPD_10D-26 Process Regular Payroll with Loan Payment's & Repayments - 20200805 Ver 1.0.docx,['Payroll Docs']
43 - MHD LLC_BPD_10D-27 Process Regular Payroll with One Time Deduction - 20200805 Ver 1.0.docx,['Payroll Docs']
43 - SOS LLC_BPD_10D-27 Process Regular Payroll with One Time Deduction - 20200805 Ver 1.0.docx,['Payroll Docs']
44 - MHD LLC_BPD_10D-28 Process Regular Payroll with Recurring Deduction - 20200805 Ver 1.0.docx,['Payroll Docs']
44 - SOS LLC_BPD_10D-28 Process Regular Payroll with Recurring Deduction - 20200805 Ver 1.0.docx,['Payroll Docs']
45 - MHD LLC_BPD_10D-29 Process Regular Payroll with One Time Payment - 20200805 Ver 1.0.docx,['Payroll Docs']
45 - SOS LLC_BPD_10D-29 Process Regular Payroll with One Time Payment - 20200805 Ver 1.0.docx,['Payroll Docs']
46 - MHD LLC_BPD_10D-30 Process Regular Payroll with Basic Components - 20200806 Ver 1.0.docx,['Payroll Docs']
46 - SOS LLC_BPD_10D-30 Process Regular Payroll with Basic Components - 20200806 Ver 1.0.docx,['Payroll Docs']
47 - MHD LLC_BPD_10F-01 Process Retroactive Payroll to generate claim's - 20200806 Ver 1.0.docx,['Payroll Docs']
47 - SOS LLC_BPD_10F-01 Process Retroactive Payroll to generate claim's - 20200806 Ver 1.0.docx,['Payroll Docs']
48 - MHD LLC_BPD_10F-02 Process Retroactive Payroll to get difference from previous period - 20200806 Ver 1.0.docx   ,['Payroll Docs']
48 - SOS LLC_BPD_10F-02 Process Retroactive Payroll to get difference from previous period - 20200806 Ver 1.0.docx   ,['Payroll Docs']
49 - MHD LLC_BPD_10F-03 Process Retroactive Payroll with carryforward to next period - 20200806 Ver 1.0.docx,['Payroll Docs']
49 - SOS LLC_BPD_10F-03 Process Retroactive Payroll with carryforward to next period - 20200806 Ver 1.0.docx,['Payroll Docs']
50 - MHD LLC_BPD_10H-01 Process Bonus Payment - 20200806 Ver 1.0.docx,['General']
50 - SOS LLC_BPD_10H-01 Process Bonus Payment - 20200806 Ver 1.0.docx,['General']
51 - MHD LLC_BPD_10H-02 Process Special Payment - 20200806 Ver 1.0.docx,['General']
51 - SOS LLC_BPD_10H-02 Process Special Payment - 20200806 Ver 1.0.docx,['General']
52 - MHD LLC_BPD_10H-03 Process Correction Payroll - 20200806 Ver 1.0.docx,['Payroll Docs']
52 - SOS LLC_BPD_10H-03 Process Correction Payroll - 20200806 Ver 1.0.docx,['Payroll Docs']
53 - MHD LLC_BPD_10H-04 Process Regular Period on Demand - 20200806 Ver 1.0.docx,['Business Process Design']
53 - SOS LLC_BPD_10H-04 Process Regular Period on Demand - 20200806 Ver 1.0.docx,['Business Process Design']
54 - MHD LLC_BPD_10H-05 Process Advance Payment of Periods - Retro Accounting - 20200806 Ver 1.0.docx,['General']
54 - SOS LLC_BPD_10H-05 Process Advance Payment of Periods - Retro Accounting - 20200806 Ver 1.0.docx,['General']
55 - MHD LLC_BPD_10H-06 Process Advance Payment of Periods - Original - 20200806 Ver 1.0.docx,['General']
55 - SOS LLC_BPD_10H-06 Process Advance Payment of Periods - Original - 20200806 Ver 1.0.docx,['General']
56 - MHD LLC_BPD_10H-07 Process Advance Leave Payment without working days - 20200806 Ver 1.0.docx,['General']
56 - SOS LLC_BPD_10H-07 Process Advance Leave Payment without working days - 20200806 Ver 1.0.docx,['General']
57 - MHD LLC_BPD_10H-08 Process Advance Leave Payment with working days - 20200806 Ver 1.0.docx,['General']
57 - SOS LLC_BPD_10H-08 Process Advance Leave Payment with working days - 20200806 Ver 1.0.docx,['General']
58 - MHD LLC_BPD_10H-09 Process Advance Leave Payment for future days - 20200806 Ver 1.0.docx,['General']
58 - SOS LLC_BPD_10H-09 Process Advance Leave Payment for future days - 20200806 Ver 1.0.docx,['General']
59 - MHD LLC_BPD_10D-18 Process Regular Payroll with  Annual Leave Provisioning -20200805 Ver 1.0.docx,['Payroll Docs']
59 - SOS LLC_BPD_10D-18 Process Regular Payroll with  Annual Leave Provisioning -20200805 Ver 1.0.docx,['Payroll Docs']
AVON_SDD-1B6-Sales Rebate Processing_V1.0_20200812.pdf,['SDD']
AVON_SDD-31Q-Sales Order Processing for Sales Kits_V1.0_20200812.pdf,['SDD']
AVON_SDD_1EZ-Credit Memo Processing_V1.0_20200811.pdf,['SDD']
AVON_SDD_BD9-01-Sales for authorized customers (Credit Sales)_V1.0_20200811.pdf,['SDD']
AVON_SDD_BD9-02-Cash sales to unauthorized customers_V1.0_20200811.pdf,['SDD']
AVON_SDD_BD9-03-Counter Sales_V1.0_20200811.pdf,['SDD']
AVON_SDD_BD9-04-Scrap Sales_V1.0_20200811.pdf,['SDD']
AVON_SDD_BDA-Free Goods Sales_V1.0_20200811.pdf,['SDD']
AVON_SDD_BDD-Customer returns_V1.0_20200811.pdf,['SDD']
AVON_SDD_BDQ-Invoice corrrection with debit memo_V1.0_20200811.pdf,['SDD']
AVON_SDD_BKL-Invoice corrrection with credit memo_V1.0_20200811.pdf,['SDD']
Amol_ FICO SDD Documents.msg,"['SDD', 'Email', 'FICO']"
Anu Rastogi_ FICO SDD Documents.msg,"['SDD', 'Email', 'FICO']"
BD6 Basic Credit Management.docx,['General']
BEI Period end closing Plant.docx,['General']
BEJ Inventory Valuation.docx,['General']
BFA Bank Account Management.docx,['General']
BFA_S4HANA1909_BPD_EN_AE (1).docx,['Business Process Design']
BFB Basic Cash Management.docx,['General']
BFB_S4HANA1909_BPD_EN_AE.docx,['Business Process Design']
BFH Asset under Construction.docx,['General']
Back Log Prioritization Session - SAP PS - COAT.msg,['Email']
Back Log Prioritization Session - SAP PS - EED.msg,['Email']
Back Log Prioritization Session - SAP PS - EPD.msg,['Email']
Back Log Prioritization Session - SAP PS - SOS.msg,['Email']
CM Deployphase closeout Report.pdf,['Deploy Phase']
Cutover Strategy and Go-Live Acceptance document Confirmation .msg,['Email']
DPL-SDD-BJE Make-to-Order Production_Roto Lining_V1.0 20200806.docx,['SDD']
DPL-SDD-BJE Make-to-Order Production_Roto Lining_V1.0 20200806.pdf,['SDD']
DPL-SDD-BJE Make-to-Order Production_Roto Moulding V1.0 20200806.docx,['SDD']
DPL-SDD-BJE Make-to-Order Production_Roto Moulding V1.0 20200806.pdf,['SDD']
DPL.zip,['General']
DPL_SF_15S-01_Manage Over Time_V1.0.20200808.docx,['Business Process Design']
DPL_SF_15S-02_Manage Time Off in Lieu_V1.0.20200808.docx,['Business Process Design']
DPL_SF_1LY-01_Update Dependants Information for Father_V1.0.20200808.docx,['Business Process Design']
DPL_SF_1LY-02_Update Dependants Information for Mother_V1.0.20200808.docx,['Business Process Design']
DPL_SF_1LY-03_Update Dependants Information for Spouse_V1.0.20200808.docx,['Business Process Design']
DPL_SF_1LY-04_Update Dependants Information for Son_V1.0.20200808.docx,['Business Process Design']
DPL_SF_1LY-05_Update Dependants Information for Daughter_V1.0.20200808.docx,['Business Process Design']
DPL_SF_2OB-01_Manage Allowance Benefits_V1.0.20200808.docx,['Business Process Design']
DPL_SF_2OB-02_Manage Claim Benefits_V1.0.20200808.docx,['Business Process Design']
DPL_SF_2OY-06_Define Company structure for DPL_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ0-01_Manage Hiring process_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ0-02_Manage Rehiring process_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ1-01_Manage Probation_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ1-02_Administer Off-Cycle Salary adjustment_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ1-03_Administer Lateral Move_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ1-04_Perform Implicit Position update_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ1-05_Manage Temporary employment_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ1-06_Change line manager only_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ1-07_Change Working Time_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ1-08_Manage Miscellaneous Job Information Changes_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ1-09_Manage Allowances Change_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ1-10_Manage Miscellaneous Compensation Information Changes_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ1-11_Manage One Time Payment_V1.0.20200808.docx,"['General', 'Business Process Design']"
DPL_SF_FJ1-12_Maintain Recurring Deductions_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ1-13_Maintain One Time Deductions_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ1-14_Maintain Alternative Cost Distribution_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ2-01_Manage Promotion with Pay change_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ2-02_Manage Promotion without Pay change_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ2-03_Manage Demotion with Pay change_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ2-04_Manage Demotion without Pay change_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ3-01_Manage End of Contract_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ3-02_Manage Early Retirement_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ3-03_Manage termination due to Death_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ3-04_Manage Dismissal_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ3-05_Manage Termination - No Show_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ3-06_Manage Termination - Probation Failed_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ3-07_Manage Normal Retirement_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ3-08_Manage Self-Termination_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ3-09_Manage Vol Resignation_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ5-01_Update Personal Information_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ5-02_Update Work permit information_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ5-03_Update Contact Information_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ5-04_Update Primary Emergency Contact_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ5-05_Update Address Information_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ7-01_Manage Annual Leave_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ7-02_Manage Sick Leave_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ7-03_Manage Authorized paid Leave_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ7-05_Manage Death Leave_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ7-06_Manage Compensatory Leave_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ7-07_Manage Emergency Leave_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ7-08_Manage Hajj Leave_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ7-10_Manage Marriage Leave_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ7-11_Manage Maternity Leave_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ7-14_Manage Study Leave_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FJ7-16_Manage Unauthorized Unpaid Leave_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FK1-01_Manage permanent Position_V1.0.20200808.docx,['Business Process Design']
DPL_SF_FK1-02_Manage temporary Position_V1.0.20200808.docx,['Business Process Design']
FS CM MDS Eng screen enhancement.docx,['General']
FS OAS SETT TO DATE ENH.docx,['General']
FW FICO-GL Master Submission for Production System(MHDMHD InfotechMHD TrainingAMHDMHD Infra).msg,"['Email', 'Training Material', 'Master Data', 'FICO']"
FW_  Sprint Burndown and Task Board document.msg,['Email']
FW_ Base Line built document.msg,['Email']
FW_ Cutover Strategy and Go-Live Acceptance document Confirmation .msg,['Email']
FW_ Explore Phase Closure - S4H MM.msg,"['Email', 'Explore Phase', 'MM']"
FW_ Role Matrix document template sign off.msg,"['Templates', 'Email']"
FW_ SAP SD Backlog Prioritization Workshop- BMD.msg,"['Workshop', 'Email']"
FW_ SAP SD Backlog Prioritization Workshop- EPD.msg,"['Workshop', 'Email']"
Fw AVON - FICO Masters Uploaded into PRD S4-HANA System.msg,"['Email', 'Master Data', 'FICO']"
Fw MHD - SuccessFactors - Production Fitness Sign-Off Confirmation.msg,['Email']
Fw MHD LLC (ITICS) and MHD Infra - FICO ProfitCost Center Masters Uploaded into PRD S4-HANA System.msg,"['Email', 'Master Data', 'FICO']"
Fw SuccessFactors Employee Central Foundation Master Data  Upload Confirmation (SOS LLC).msg,"['Email', 'Master Data']"
Fw SuccessFactors Employee Central Foundation Master Data  Upload Confirmation DPL.msg,"['Email', 'Master Data']"
Fw_ Best Practices Activation - Demo System.msg,['Email']
Fw_ Data Migration Strategy and Approach document.msg,['Email']
Fw_ Explore Phase Closure - S4H FICO.msg,"['Email', 'Explore Phase', 'FICO']"
Fw_ Explore Phase Closure - S4H PM.msg,"['Email', 'Explore Phase', 'PM']"
Fw_ Explore Phase Closure - S4H PS.msg,"['Email', 'Explore Phase']"
Fw_ Explore Phase Closure - S4H SD.msg,"['Email', 'Explore Phase']"
Fw_ Feedback on SAP implementation.msg,['Email']
Fw_ Testing Strategy and Plan document signoff .msg,"['Email', 'Testing Docs']"
Fw_ Training Strategy and Plan Document Signoff .msg,"['Email', 'Training Material']"
Fwd SuccessFactors Employee Central Employee Master Data Submission Confirmation SOS LLC.msg,"['Email', 'Master Data']"
Go Live Acceptance and Go Live phase closure Steering Committee meeting .msg,"['Meeting Assets', 'Email', 'MM']"
Hypercare Support document_.msg,['Email']
J54 01 Overhead Accounting Actual.docx,['General']
J54 02 Overhead Allocation.docx,['General']
J54 03 Cost Center Budgeting.docx,['General']
J58-01 Post Journal Entries.docx,['General']
J58-02 03  Display Document Journals and GL Balance.docx,['General']
J58-04 Perform Recurring Entries.docx,['General']
J58-05 Maintain Accounts for Auto and Manual Clearing.docx,['General']
J58-06 Perform day end closing.docx,['General']
J58-07 Perform Month end closing.docx,['General']
J58-08 Perform Year end closing.docx,['General']
J58_S4HANA1909_BPD_EN_AE.docx,['Business Process Design']
J59 Accounts Receivable.docx,['General']
J59_S4HANA1909_BPD_EN_AE.docx,['Business Process Design']
J60 Accounts Payable.docx,['General']
J60_S4HANA1909_BPD_EN_AE.docx,['Business Process Design']
J62-0102 Asset Master Data.docx,['Master Data']
J62-03 Post Asset Acquisition.docx,['General']
J62-04 Post Asset Retirement.docx,['General']
J62-05  Valuate Assets.docx,['General']
J62-06 Perform Period end Activities.docx,['General']
J62-07 Perform Year end Activities.docx,['General']
J62_S4HANA1909_BPD_EN_AE.docx,['Business Process Design']
MHD  Go Live Acceptance Criteria Final V1.2 07022021.pdf,['General']
MHD - Explore Phase BPO & Product backlog Feedback Form(1-43).xlsx,['Explore Phase']
MHD - TS - Status update report fro MDS division - V1.0.docx,['General']
MHD AVON Backlog including Delta Requirements and Gaps SD V.Final.xlsx,['General']
MHD AVON SD Fit Gap Workshop (13.07.2020) MOM V1.0 20200713.docx,"['MoM', 'Workshop']"
MHD AVON-SDD- BMC-01_Post Goods Receipt with Reference (PO)-V1.pdf,['SDD']
MHD AVON-SDD-22Z-01 -Procurement of External Services-V2.pdf,['SDD']
MHD AVON-SDD-BMC-02-Post Goods Receipt without Reference-V1.pdf,['SDD']
MHD AVON-SDD-BMC-03-General Stock Scrapping Goods Issue to Cost Center- V1.pdf,['SDD']
MHD AVON-SDD-BMC-04-Block Material - Stock Transfer Unrestricted to Blocked-V1.pdf,['SDD']
MHD AVON-SDD-BMC-07-Two Step Stock Transfer-V1.pdf,['SDD']
MHD AVON-SDD-BML-01-Periodic Physical Inventory (Yearly)- Inventory Count and Adjustment-V1.pdf,['SDD']
MHD AVON-SDD-BNX-01-Consumables Purchasing-V2.pdf,['SDD']
MHD AVON-SDD-J45-04 _Asset Procurement_V2.pdf,['SDD']
"MHD AVON-SDD-J45-05_Blanket Order,Framework Order,Limit Order-V1.pdf",['SDD']
MHD AVON-SDD-ZS3ZM3-01 Inter Company Stock Transfer Process (Company to Company)_V2.pdf,['SDD']
MHD AVON-SDD_BMC-05-Unblock Material-Stock Transfer Blocked to Unrestricted-V1.pdf,['SDD']
MHD AVON_SDD_1XF-01_Business Process Design-Request for Quotation-V1.pdf,"['SDD', 'Business Process Design']"
MHD AVON_SDD_BMC-06-One Step Stock Transfer-V1.pdf,['SDD']
MHD AVON_SDD_J45-01_Business Process Design -Domestic purchase -V1.pdf,"['SDD', 'Business Process Design']"
MHD AVON_SDD_J45-02_Business Process Design -Import purchase -V1.pdf,"['SDD', 'Business Process Design']"
MHD BMD Backlog including Delta Requirements and Gaps SD V.Final.xlsx,['General']
MHD BMD SD Fit Gap Workshop (01.07.2020) MOM V1.0 20200701.docx,"['MoM', 'Workshop']"
MHD Backlog including Delta Requirements and Gaps FICO.xlsx,['FICO']
MHD CM OAS UAT Recording.mp4,['Testing Docs']
MHD CM Roles and Description.xlsx,['General']
MHD COAT Backlog including Delta Requirements and Gaps SD - V.Final.xlsx,['General']
MHD COAT SD Fit Gap Workshop (02.07.2020) MOM V1.0 20200702.docx,"['MoM', 'Workshop']"
MHD Cut-Over Validation Criteria 03022021.xlsx,['Cut-Over Plan']
MHD DPL Backlog including Delta Requirements and Gaps SD - V.Final.xlsx,['General']
MHD DPL SD Fit Gap Workshop (14.07.2020) MOM V1.0 20200714.docx,"['MoM', 'Workshop']"
MHD DPL-SDD-BMC-03-General Stock Scrapping Goods Issue to Cost Center- V1.pdf,['SDD']
MHD DPL-SDD-BMC-04-Block Material - Stock Transfer Unrestricted to Blocked-V1.pdf,['SDD']
MHD DPL-SDD-BMC-07-Two Step Stock Transfer-V1.pdf,['SDD']
MHD DPL-SDD-ZS3ZM3-01 Intra Company Stock Transfer Process (Plant to Plant within Company)_V1.pdf,['SDD']
MHD DPL-SDD_BMC-05-Unblock Material-Stock Transfer Blocked to Unrestricted-V1.pdf,['SDD']
MHD DPL_SDD_22Z-02-Procurement of Services for Maintenance Order-V1.pdf,['SDD']
MHD DPL_SDD_BMC-06-One Step Stock Transfer-V1.pdf,['SDD']
MHD DPL_SDD_BMD-01-Value Contract-V1.pdf,['SDD']
MHD DPL_SDD_BMK-01-Return to Supplier with Return Purchase Order-V1.pdf,['SDD']
MHD DPL_SDD_BMK-02-Return to Supplier with Return Movement-V1.pdf,['SDD']
"MHD DPL_SDD_J45-06-Procurement against Project ,Prod. Order ,Plant Maint.Order-V1.pdf",['SDD']
MHD Data Migration Strategy and Approach V1.1 20200628.pdf,['General']
MHD Data Migration Template Workshop_ppt.pptx,['Workshop']
MHD Dev System Handover Report V1.0 20200620.pdf,['System Handover Report']
MHD EED Backlog including Delta Requirements and Gaps SD - V.Final.xlsx,['General']
MHD EED SD Fit Gap Workshop (07.07.2020) Attendance sheet V1.0 20200707.docx,['Workshop']
MHD EPD Backlog including Delta Requirements and Gaps SD - V.Final.xlsx,['General']
MHD EPD SD Fit Gap Workshop (12.07.2020) MOM V1.0 20200712.docx,"['MoM', 'Workshop']"
MHD FICO Fit Gap Workshop Day 1 MOM 22062020 V1.0.pdf,"['MoM', 'Workshop', 'FICO']"
MHD FICO Fit Gap Workshop Day 2 MOM 23062020 V1.0.pdf,"['MoM', 'Workshop', 'FICO']"
MHD FICO Fit Gap Workshop Day 3 MOM 24062020 V1.0.pdf,"['MoM', 'Workshop', 'FICO']"
MHD Fit Gap Analysis Partipant List 22062020 V1.0.pdf,['General']
MHD Fit Gap Analysis Partipant List 23062020 V1.0.pdf,['General']
MHD Fit Gap Analysis Partipant List 24062020 V1.0.pdf,['General']
MHD Hypercare Issue Tracker V1.0 10022021.xlsx,['General']
MHD Infotech Backlog including Delta Requirements and Gaps SD.xlsx,['General']
MHD Infotech SD Fit Gap Workshop (12.07.2020) MOM V1.0 20200712.docx,"['MoM', 'Workshop']"
MHD Infotech-SDD-22Z-01 -Procurement of External Services-V2.pdf,['SDD']
MHD Infotech-SDD-BML-01_Periodic Physical Inventory (Yearly)- Inventory Count and Adjustment-V1.pdf,['SDD']
MHD Infotech-SDD-BNX-01-Consumables Purchasing-V2.pdf,['SDD']
MHD Infotech-SDD-J45-04 _Asset Procurement_V2.pdf,['SDD']
MHD Infotech-SDD-SL4-01- Supplier Evaluation and Performance Monitoring_V2.pdf,['SDD']
MHD Infotech-SDD-ZS3ZM3-01 Inter Company Stock Transfer Process (Company to Company)_V2.pdf,['SDD']
MHD Infotech-SDD-ZS3ZM3-01 Intra Company Stock Transfer Process (Plant to Plant within Company)_V1.pdf,['SDD']
MHD Infotech_SDD_ BMC-01_Post Goods Receipt with Reference (PO)-V1.pdf,['SDD']
MHD Infotech_SDD_1XF-01_Request for Quotation-V1.pdf,['SDD']
MHD Infotech_SDD_22Z-02-Procurement of Services for Maintenance Order-V1.pdf,['SDD']
MHD Infotech_SDD_BMC-06-One Step Stock Transfer-V1.pdf,['SDD']
MHD Infotech_SDD_BMK-01-Return to Supplier with Return Purchase Order -V1.pdf,['SDD']
MHD Infotech_SDD_BMK-02-Return to Supplier with Return Movement-V1.pdf,['SDD']
